[['Hjelpe gamle damer over veien', 18], ['Gi en klem', 14], ['Narrestreker', 2], ['Gi en gave', 6]]
[['Narrestreker', 2], ['Mord', 10], ['Hjelpe gamle damer over veien', 11], ['Gi en klem', 13]]
[['Dytte gamle damer ut i veien', 9], ['Hjelpe gamle damer over veien', 18], ['Gi en klem', 4], ['Hjelpe noen', 11]]
[['Hjelpe noen', 4], ['Gi en klem', 6], ['Dytte gamle damer ut i veien', 6], ['Gi en gave', 3]]
[['Spilt nickelback', 18], ['Mord', 19], ['Dytte gamle damer ut i veien', 9], ['Hjelpe noen', 13]]
[['Dytte gamle damer ut i veien', 7], ['Ta siste rest av kaffe uten å lage mer', 15], ['Narrestreker', 10], ['Hjelpe noen', 18]]
[['Hjelpe noen', 7], ['Gi en gave', 6], ['Gi en klem', 13], ['Lure noen', 5]]
[['Dytte gamle damer ut i veien', 14], ['Tatt med guitar på fest', 16], ['Gi en gave', 12], ['Hjelpe noen', 19]]
[['Gi en gave', 10], ['Narrestreker', 2], ['Redde ett liv', 13], ['Gi en klem', 9]]
[['Tatt med guitar på fest', 16], ['Dytte gamle damer ut i veien', 7], ['Hjelpe noen', 6], ['Hjelpe gamle damer over veien', 16]]
[['Gi en klem', 10], ['Narrestreker', 19], ['Hjelpe noen', 9], ['Dytte gamle damer ut i veien', 7]]
[['Gi en gave', 18], ['Lure noen', 15], ['Hjelpe noen', 6], ['Hjelpe gamle damer over veien', 7]]
[['Gi en gave', 1], ['Gi en klem', 14], ['Hjelpe noen', 4], ['Redde ett liv', 16]]
[['Dytte gamle damer ut i veien', 7], ['Gi en klem', 9], ['Gi en gave', 16], ['Hjelpe gamle damer over veien', 6]]
[['Tatt med guitar på fest', 15], ['Dytte gamle damer ut i veien', 4], ['Hjelpe noen', 2], ['Gi en klem', 13]]
[['Dytte gamle damer ut i veien', 7], ['Narrestreker', 10], ['Gi en gave', 19], ['Lure noen', 2]]
[['Gi en klem', 10], ['Narrestreker', 3], ['Lure noen', 18], ['Gi en gave', 2]]
[['Lure noen', 17], ['Gi en klem', 16], ['Hjelpe noen', 13], ['Narrestreker', 2]]
[['Hjelpe gamle damer over veien', 11], ['Dytte gamle damer ut i veien', 5], ['Ta siste rest av kaffe uten å lage mer', 17], ['Narrestreker', 16]]
[['Dytte gamle damer ut i veien', 5], ['Narrestreker', 9], ['Gi en klem', 3], ['Hjelpe gamle damer over veien', 13]]
[['Hjelpe noen', 11], ['Gi en gave', 14], ['Dytte gamle damer ut i veien', 12], ['Gi en klem', 6]]
[['Ta siste rest av kaffe uten å lage mer', 9], ['Hjelpe noen', 17], ['Gi en gave', 9], ['Gi en klem', 1]]
[['Hjelpe noen', 8], ['Gi en gave', 14], ['Hjelpe gamle damer over veien', 19], ['Narrestreker', 8]]
[['Lure noen', 10], ['Dytte gamle damer ut i veien', 15], ['Narrestreker', 2], ['Hjelpe gamle damer over veien', 7]]
[['Lure noen', 13], ['Hjelpe noen', 6], ['Hjelpe gamle damer over veien', 8], ['Gi en klem', 13]]
[['Hjelpe noen', 9], ['Narrestreker', 15], ['Dytte gamle damer ut i veien', 18], ['Tatt med guitar på fest', 17]]
[['Dytte gamle damer ut i veien', 4], ['Tatt med guitar på fest', 15], ['Lure noen', 11], ['Gi en gave', 12]]
[['Hjelpe noen', 8], ['Hjelpe gamle damer over veien', 15], ['Ta siste rest av kaffe uten å lage mer', 11], ['Gi en klem', 16]]
[['Dytte gamle damer ut i veien', 10], ['Gi en klem', 18], ['Hjelpe gamle damer over veien', 11], ['Hjelpe noen', 19]]
[['Gi en klem', 2], ['Narrestreker', 13], ['Tatt med guitar på fest', 12], ['Hjelpe noen', 13]]
[['Gi en gave', 19], ['Hjelpe gamle damer over veien', 14], ['Gi en klem', 3], ['Lure noen', 5]]
[['Narrestreker', 13], ['Hjelpe gamle damer over veien', 4], ['Hjelpe noen', 8], ['Tatt med guitar på fest', 15]]
[['Gi en klem', 17], ['Ta siste rest av kaffe uten å lage mer', 13], ['Lure noen', 11], ['Hjelpe noen', 6]]
[['Hjelpe gamle damer over veien', 9], ['Gi en gave', 4], ['Tatt med guitar på fest', 16], ['Hjelpe noen', 12]]
[['Hjelpe noen', 1], ['Gi en klem', 11], ['Narrestreker', 2], ['Gi en gave', 16]]
[['Gi en gave', 18], ['Hjelpe noen', 13], ['Dytte gamle damer ut i veien', 9], ['Gi en klem', 5]]
[['Hjelpe noen', 16], ['Hjelpe gamle damer over veien', 15], ['Narrestreker', 18], ['Gi en klem', 19]]
[['Dytte gamle damer ut i veien', 6], ['Ta siste rest av kaffe uten å lage mer', 16], ['Gi en gave', 13], ['Gi en klem', 11]]
[['Ta siste rest av kaffe uten å lage mer', 2], ['Gi en gave', 7], ['Lure noen', 1], ['Hjelpe gamle damer over veien', 2]]
[['Dytte gamle damer ut i veien', 14], ['Hjelpe noen', 9], ['Hjelpe gamle damer over veien', 16], ['Gi en gave', 10]]
[['Hjelpe noen', 7], ['Narrestreker', 1], ['Gi en gave', 18], ['Gi en klem', 3]]
[['Gi en klem', 17], ['Dytte gamle damer ut i veien', 6], ['Hjelpe gamle damer over veien', 8], ['Narrestreker', 14]]
[['Gi en gave', 10], ['Hjelpe noen', 17], ['Lure noen', 14], ['Gi en klem', 16]]
[['Narrestreker', 12], ['Gi en gave', 4], ['Hjelpe noen', 17], ['Hjelpe gamle damer over veien', 15]]
[['Gi en klem', 1], ['Lure noen', 18], ['Tatt med guitar på fest', 2], ['Gi en gave', 10]]
[['Gi en gave', 17], ['Narrestreker', 3], ['Spilt nickelback', 16], ['Hjelpe gamle damer over veien', 16]]
[['Narrestreker', 11], ['Redde ett liv', 7], ['Gi en gave', 15], ['Dytte gamle damer ut i veien', 12]]
[['Gi en klem', 13], ['Narrestreker', 11], ['Tatt med guitar på fest', 6], ['Hjelpe noen', 6]]
[['Gi en klem', 1], ['Narrestreker', 11], ['Hjelpe noen', 6], ['Ta siste rest av kaffe uten å lage mer', 10]]
[['Hjelpe noen', 4], ['Gi en gave', 16], ['Gi en klem', 11], ['Lure noen', 14]]
[['Gi en gave', 6], ['Hjelpe noen', 4], ['Hjelpe gamle damer over veien', 2], ['Dytte gamle damer ut i veien', 15]]
[['Gi en gave', 18], ['Hjelpe noen', 16], ['Narrestreker', 6], ['Ta siste rest av kaffe uten å lage mer', 4]]
[['Narrestreker', 18], ['Gi en klem', 6], ['Dytte gamle damer ut i veien', 5], ['Gi en gave', 15]]
[['Hjelpe noen', 4], ['Dytte gamle damer ut i veien', 8], ['Lure noen', 13], ['Hjelpe gamle damer over veien', 10]]
[['Dytte gamle damer ut i veien', 19], ['Hjelpe noen', 13], ['Tatt med guitar på fest', 6], ['Gi en gave', 12]]
[['Gi en gave', 14], ['Narrestreker', 6], ['Gi en klem', 1], ['Dytte gamle damer ut i veien', 17]]
[['Redde ett liv', 16], ['Gi en gave', 4], ['Dytte gamle damer ut i veien', 7], ['Hjelpe gamle damer over veien', 10]]
[['Narrestreker', 14], ['Gi en gave', 6], ['Gi en klem', 19], ['Lure noen', 10]]
[['Dytte gamle damer ut i veien', 3], ['Gi en klem', 7], ['Mord', 13], ['Hjelpe gamle damer over veien', 12]]
[['Gi en klem', 1], ['Gi en gave', 9], ['Lure noen', 12], ['Dytte gamle damer ut i veien', 12]]
[['Hjelpe noen', 5], ['Gi en gave', 16], ['Dytte gamle damer ut i veien', 5], ['Hjelpe gamle damer over veien', 8]]
[['Hjelpe noen', 1], ['Gi en klem', 5], ['Redde ett liv', 9], ['Tatt med guitar på fest', 13]]
[['Gi en gave', 18], ['Ta siste rest av kaffe uten å lage mer', 15], ['Hjelpe noen', 1], ['Narrestreker', 11]]
[['Gi en klem', 6], ['Hjelpe noen', 10], ['Hjelpe gamle damer over veien', 11], ['Narrestreker', 10]]
[['Hjelpe gamle damer over veien', 9], ['Gi en klem', 2], ['Dytte gamle damer ut i veien', 11], ['Gi en gave', 2]]
[['Gi en gave', 13], ['Hjelpe noen', 11], ['Dytte gamle damer ut i veien', 8], ['Hjelpe gamle damer over veien', 11]]
[['Hjelpe noen', 5], ['Lure noen', 2], ['Gi en gave', 17], ['Gi en klem', 5]]
[['Hjelpe noen', 9], ['Ta siste rest av kaffe uten å lage mer', 12], ['Gi en gave', 3], ['Narrestreker', 2]]
[['Gi en gave', 7], ['Hjelpe noen', 18], ['Tatt med guitar på fest', 13], ['Narrestreker', 12]]
[['Hjelpe gamle damer over veien', 5], ['Narrestreker', 4], ['Gi en gave', 9], ['Redde ett liv', 13]]
[['Hjelpe noen', 19], ['Gi en klem', 17], ['Lure noen', 8], ['Gi en gave', 19]]
[['Hjelpe noen', 8], ['Gi en gave', 13], ['Lure noen', 5], ['Narrestreker', 11]]
[['Dytte gamle damer ut i veien', 9], ['Narrestreker', 5], ['Gi en gave', 4], ['Hjelpe noen', 1]]
[['Hjelpe gamle damer over veien', 2], ['Hjelpe noen', 1], ['Dytte gamle damer ut i veien', 18], ['Gi en gave', 12]]
[['Lure noen', 19], ['Narrestreker', 16], ['Tatt med guitar på fest', 10], ['Gi en klem', 8]]
[['Gi en klem', 15], ['Gi en gave', 1], ['Narrestreker', 15], ['Hjelpe gamle damer over veien', 19]]
[['Mord', 1], ['Gi en gave', 17], ['Hjelpe gamle damer over veien', 2], ['Hjelpe noen', 6]]
[['Ta siste rest av kaffe uten å lage mer', 19], ['Hjelpe gamle damer over veien', 8], ['Dytte gamle damer ut i veien', 17], ['Lure noen', 4]]
[['Gi en klem', 18], ['Hjelpe noen', 15], ['Narrestreker', 5], ['Ta siste rest av kaffe uten å lage mer', 7]]
[['Hjelpe noen', 16], ['Lure noen', 3], ['Dytte gamle damer ut i veien', 17], ['Tatt med guitar på fest', 7]]
[['Gi en klem', 8], ['Hjelpe noen', 18], ['Lure noen', 11], ['Narrestreker', 4]]
[['Gi en klem', 2], ['Gi en gave', 2], ['Hjelpe noen', 1], ['Hjelpe gamle damer over veien', 15]]
[['Gi en klem', 19], ['Hjelpe noen', 18], ['Gi en gave', 9], ['Narrestreker', 15]]
[['Gi en klem', 8], ['Hjelpe noen', 8], ['Tatt med guitar på fest', 2], ['Gi en gave', 13]]
[['Hjelpe gamle damer over veien', 9], ['Ta siste rest av kaffe uten å lage mer', 10], ['Narrestreker', 7], ['Gi en klem', 12]]
[['Hjelpe noen', 1], ['Gi en klem', 6], ['Hjelpe gamle damer over veien', 15], ['Dytte gamle damer ut i veien', 12]]
[['Hjelpe noen', 12], ['Dytte gamle damer ut i veien', 19], ['Hjelpe gamle damer over veien', 10], ['Mord', 16]]
[['Gi en gave', 14], ['Hjelpe noen', 5], ['Lure noen', 6], ['Narrestreker', 9]]
[['Ta siste rest av kaffe uten å lage mer', 8], ['Hjelpe gamle damer over veien', 2], ['Hjelpe noen', 14], ['Narrestreker', 3]]
[['Gi en gave', 4], ['Hjelpe gamle damer over veien', 13], ['Gi en klem', 5], ['Tatt med guitar på fest', 2]]
[['Tatt med guitar på fest', 7], ['Hjelpe noen', 16], ['Gi en gave', 18], ['Gi en klem', 7]]
[['Narrestreker', 18], ['Hjelpe noen', 1], ['Gi en gave', 17], ['Lure noen', 10]]
[['Hjelpe noen', 4], ['Narrestreker', 6], ['Mord', 14], ['Hjelpe gamle damer over veien', 11]]
[['Hjelpe gamle damer over veien', 18], ['Gi en gave', 3], ['Hjelpe noen', 12], ['Narrestreker', 5]]
[['Lure noen', 17], ['Gi en gave', 5], ['Hjelpe noen', 9], ['Hjelpe gamle damer over veien', 17]]
[['Gi en klem', 10], ['Gi en gave', 18], ['Hjelpe noen', 13], ['Dytte gamle damer ut i veien', 8]]
[['Hjelpe gamle damer over veien', 12], ['Hjelpe noen', 15], ['Gi en gave', 5], ['Spilt nickelback', 7]]
[['Hjelpe gamle damer over veien', 3], ['Gi en gave', 4], ['Hjelpe noen', 10], ['Narrestreker', 8]]
[['Gi en klem', 17], ['Dytte gamle damer ut i veien', 7], ['Hjelpe noen', 19], ['Narrestreker', 7]]
[['Gi en gave', 6], ['Ta siste rest av kaffe uten å lage mer', 2], ['Gi en klem', 7], ['Narrestreker', 14]]
[['Narrestreker', 15], ['Dytte gamle damer ut i veien', 7], ['Gi en klem', 11], ['Hjelpe noen', 5]]
[['Hjelpe noen', 5], ['Lure noen', 18], ['Gi en gave', 9], ['Narrestreker', 14]]
